region,regionCode,puuid,accountId,matchId,gameCreation,gameDuration,gameStartTimestamp,gameEndTimestamp,gameEndTimestampToDate,gameMode,gameType,platformId,assists,baronKills,champExperience,champLevel,championId,championName,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,dragonKills,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,role,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summonerLevel,summonerName,teamPosition,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalTimeCCDealt,totalUnitsHealed,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,abilityUses,baronTakedowns,bountyGold,completeSupportQuestInTime,controlWardsPlaced,deathsByEnemyChamps,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterSteals,killsWithHelpFromEpicMonster,legendaryCount,multiKillOneSpell,multikills,multikillsAfterAggressiveFlash,pickKillWithAlly,skillshotsDodged,skillshotsHit,soloBaronKills,soloKills,takedowns,teamBaronKills,teamElderDragonKills,teamRiftHeraldKills,tookLargeDamageSurvived,turretPlatesTaken,turretsTakenWithRiftHerald,wardTakedowns,wardsGuarded,kills
AMERICAS,BR1,Hx6sxjFdWN5lAIClPeBz9kvJ9Q54f3H1DS1pMlm3quuksrvRsISqb2-hn9q4FdyVwhmRnGm8ewingw,Y5KQqyf3-GkeT0D1Ceyb97csjLe48aAsBO6KyEGAGIr6TG4,BR1_2799099526,1694015237979,1624,1694015237979,1694016862657,2023-09-06,CLASSIC,MATCHED_GAME,BR1,5,1,14481,15,10,Kayle,7324,14556,7324,12357,3,0,0,False,False,11754,TOP,1,1,0,TOP,284,4,2,804,59811,7687,6401,4,0,0,1,0,0,46645,7250,14619,SOLO,51,27,91,3,415,Player_181566,TOP,110903,16309,21290,8385,157,259,4,4446,1371,270,2,5,7,10,0,1,7,True,172,1,0,0,0,3,0,0,0,0.0,0,0,0,0,1,0,6,31,9,0,2,13,1,0,0,0,1,0,1,0,8.0
AMERICAS,BR1,Nk7hMR7e8ZkB7GH-kdrjk-iRKKFJ7FTmzT_WYxrOOEb2yhtXloOFHRco0LHBw62wjKaumvHSDYilew,RdpwRobES6gK-5NkZ7UZY82b2qHeEiecf3c0Ar4Vx6WWVLk,BR1_2799099526,1694015237979,1624,1694015237979,1694016862657,2023-09-06,CLASSIC,MATCHED_GAME,BR1,16,0,12565,14,33,Rammus,199,16534,199,37560,4,7,1,False,False,8129,JUNGLE,0,0,0,JUNGLE,49,0,0,404,76106,6166,7967,102,0,0,1,0,0,24830,1411,18211,NONE,92,43,44,7,287,Player_181567,JUNGLE,143524,8272,26244,11738,17,562,5,42588,694,66,0,1,7,26,8,1,10,True,186,1,0,0,7,4,0,0,78,14.0,0,0,0,0,0,0,13,46,0,0,0,14,1,0,0,0,0,0,1,0,0.0
AMERICAS,BR1,Player Not Found,Player Not Found,BR1_2799099526,1694015237979,1624,1694015237979,1694016862657,2023-09-06,CLASSIC,MATCHED_GAME,BR1,7,0,14762,16,105,Fizz,2901,4542,2901,13868,4,0,0,False,False,11854,MIDDLE,0,0,0,MIDDLE,0,6,2,949,98747,19656,5623,4,0,0,0,0,0,17871,3661,14107,SOLO,48,79,66,12,401,Player_181568,MIDDLE,117480,24105,20079,1633,159,242,1,860,787,348,1,1,7,12,0,1,7,True,205,0,0,0,0,4,0,0,19,0.0,0,0,0,0,1,0,9,24,12,0,5,18,1,0,0,0,2,0,1,0,11.0
AMERICAS,BR1,ms4ssiVL9AXIywYgoHF99kcFgncjCAsGhwbFJ8j5EPPBZHdIvYEH17ktJGGyTxIphQpsscEyBrhxOQ,0s5bqdZ1RLHbGI1fSosEwVVKqYccAKt1cRpbNexgfkBP6ic,BR1_2799099526,1694015237979,1624,1694015237979,1694016862657,2023-09-06,CLASSIC,MATCHED_GAME,BR1,7,0,12542,14,18,Tristana,12013,18575,12013,7861,2,0,0,False,False,12361,BOTTOM,0,0,0,BOTTOM,471,5,1,850,50250,4064,5582,4,0,0,0,0,0,94117,13440,9324,CARRY,23,18,39,7,136,Player_181569,BOTTOM,149312,17673,15561,4736,186,12,3,4944,169,655,4,5,7,10,0,0,6,True,87,1,650,0,0,2,0,0,8,0.0,0,0,0,0,0,0,8,25,0,0,1,12,1,0,0,0,2,0,0,0,5.0
AMERICAS,BR1,GE1wG7VQUU24ZfxRxcK-tu5srwck11g4c7nmZ7ES-wGMpHTRpjkxNHxV2k1FtGDs-RI6G9hWWwaYgg,p9-R6JthaFsUf8tpFv6Q1Pxv3MIlgbx1sljnKvz8cRj6L86YqhyOSDNv,BR1_2799099526,1694015237979,1624,1694015237979,1694016862657,2023-09-06,CLASSIC,MATCHED_GAME,BR1,16,0,10087,13,12,Alistar,579,2500,579,31317,5,2,0,False,False,7591,UTILITY,0,0,0,BOTTOM,3,0,1,723,15446,6532,7993,0,1,0,1,0,0,8149,2304,13962,SUPPORT,40,25,36,6,518,Player_85726,UTILITY,29653,9601,22451,12759,34,115,6,6057,764,495,0,3,7,56,3,3,23,True,107,1,0,0,2,5,0,0,87,0.0,0,0,0,0,0,0,14,42,0,0,0,16,1,0,0,0,2,0,3,0,2.0
AMERICAS,BR1,t8bagxpVAFvBEvaVVRxrLouu5UnGP4pMKqPyKZ9ngPhjeF1e5QoqZkvCmyxxQ-9lCjHm3rGRF4MEAg,1MHSooSWnuEeVDve8bv1fC-XgVteneIFp7bwoJh9UmwpntRNkoL7VPdh,BR1_2726218659,1683488052446,1351,1683488052446,1683489403775,2023-05-07,CLASSIC,MATCHED_GAME,BR1,2,0,9733,12,58,Renekton,1323,7312,1323,14048,4,0,0,False,True,7821,TOP,0,0,0,TOP,0,2,1,389,3828,1832,8219,4,0,0,0,0,0,90967,13941,12139,SOLO,54,23,55,6,188,Player_181950,TOP,99450,15774,20622,8138,132,45,1,4655,0,263,1,1,1,15,0,2,8,True,138,0,0,0,0,4,0,0,17,2.0,0,0,0,0,0,0,4,11,0,0,1,5,0,0,2,0,4,5,2,0,3.0
AMERICAS,BR1,Kx-kJZxV8Jl3uSHTS-56kCEu7oJ5PHplPix1X4X_LDK8xKp0fRbbI4KLfjNg46dEBi0DVVjKmyrUdA,T3Bjsy8f7nNtuW-7i4LEjtCRYly5vHzR598NiR-Aj3F0tdjzpaotomhP,BR1_2726218659,1683488052446,1351,1683488052446,1683489403775,2023-05-07,CLASSIC,MATCHED_GAME,BR1,2,0,8796,12,234,Viego,0,9996,0,11016,4,0,1,False,True,8403,JUNGLE,0,0,0,JUNGLE,0,2,1,526,4585,961,3458,112,0,0,0,0,0,89571,5390,12913,NONE,98,66,30,4,228,Player_181951,JUNGLE,117942,7013,16690,7620,8,184,1,23785,662,318,0,0,1,15,0,0,8,True,198,0,0,0,0,4,0,0,10,11.0,0,0,0,0,0,0,4,6,10,0,2,6,0,0,2,0,2,5,0,1,4.0
AMERICAS,BR1,2QlBkN-0naLTjbgUOd0deVY-V9G6RWWHwuea_MhG6WSs0fPeCez20oxgTxH4XeodZr4_HklgCnuamQ,y7MNMbTrIjKWjWm3DtCOODyuot-A_ej4IswDAhVJPXB3ttteVezAeB9Z,BR1_2726218659,1683488052446,1351,1683488052446,1683489403775,2023-05-07,CLASSIC,MATCHED_GAME,BR1,1,0,8181,11,777,Yone,1507,12844,1507,5907,2,0,1,False,True,6276,MIDDLE,0,0,0,MIDDLE,307,0,1,889,11433,1100,2735,14,0,0,0,0,0,55800,3059,6916,SOLO,151,47,26,5,30,Player_181952,MIDDLE,85010,4619,10079,1784,99,57,1,17776,459,427,0,2,1,8,0,0,6,True,229,0,0,0,0,2,0,0,28,2.0,0,0,0,0,0,0,2,7,6,0,0,2,0,0,2,0,0,5,0,0,1.0
AMERICAS,BR1,k9GRX1J0xvoDdSXADTeHHQyEqcxRejPV1rTvjilqI0iJTWUsayxvcaO7o1R08CRyQlp_4vMReHo9qQ,Ti8rA38UspjnnjQUk36UP8Itsg-ojjM5v3u_fj8UlwOsZaLUtTpYxIU4,BR1_2726218659,1683488052446,1351,1683488052446,1683489403775,2023-05-07,CLASSIC,MATCHED_GAME,BR1,2,0,10312,13,21,MissFortune,4047,14388,4047,5064,0,0,1,False,True,11009,BOTTOM,0,0,0,BOTTOM,619,13,3,0,3022,797,4289,4,0,0,0,0,0,89004,15429,5374,CARRY,64,37,28,4,299,Player_181953,BOTTOM,100583,17944,9831,4446,145,101,2,8557,1716,167,1,2,1,15,0,2,8,True,133,0,0,0,0,0,0,0,0,0.0,0,0,1,0,4,2,10,5,25,0,5,15,0,0,2,0,3,5,2,0,13.0
AMERICAS,BR1,i0j60eeaqehNH3l5O38AVtOfqNl71yLEWnisl1QqjQW85xCboij1j4YOQ2Hpzq9ogD9SL-Nfi7Q69A,XNpkDUlGfpPdjO9ojxymxA5F_fNimuwEgFXbaCODtoZwUc4,BR1_2726218659,1683488052446,1351,1683488052446,1683489403775,2023-05-07,CLASSIC,MATCHED_GAME,BR1,9,0,7687,11,99,Lux,1687,4220,1687,3071,2,0,0,False,True,7810,UTILITY,0,0,0,BOTTOM,0,2,2,442,37723,10938,3949,4,0,0,0,1,0,3960,221,3413,SUPPORT,32,26,114,9,671,Player_181954,UTILITY,42114,11590,7554,1387,29,175,2,430,430,191,1,3,1,44,0,3,23,True,181,0,0,0,0,2,0,0,15,0.0,1,0,0,0,1,0,11,9,17,0,1,12,0,0,2,0,2,5,3,0,3.0
AMERICAS,BR1,zfP92nG2CaA9Z_ZjX2_nR6O4iQhV1rp6tP59ZoL4va0kpRi6Z6DbEGzdvwwrKo6fvy9y6OtT4rGjGw,dOjrocemh_6VbJzy2e2l68TP7bGVZlan5KXTwwSYvpMF_44,BR1_2726218659,1683488052446,1351,1683488052446,1683489403775,2023-05-07,CLASSIC,MATCHED_GAME,BR1,3,0,9204,12,516,Ornn,1061,1061,1061,23063,5,1,0,False,True,6225,TOP,0,0,0,TOP,0,2,1,451,28692,7643,1713,0,0,0,0,0,0,21648,5369,17447,SOLO,47,34,16,8,394,Player_181955,TOP,59595,13012,19950,328,83,224,1,9255,0,789,0,0,4,14,1,0,8,False,105,0,0,0,1,5,0,0,29,0.0,0,0,0,0,0,0,5,28,29,0,1,7,0,0,0,0,0,0,0,0,4.0
AMERICAS,BR1,XgaqEUz9X2mg0POzeKp-qCNVESBi-OMSceIsVxeOWu3eXM483zRiLBK9AUp5xVZrcrNQUoHmwBfuaA,rrj8ueN7OygfSwSD7fYXir2g_wG0IxwIY4uCmtXQ9VtR2Es,BR1_2726218659,1683488052446,1351,1683488052446,1683489403775,2023-05-07,CLASSIC,MATCHED_GAME,BR1,1,0,8954,12,77,Udyr,0,6179,0,12451,2,0,0,False,True,7251,JUNGLE,0,0,0,JUNGLE,0,2,1,631,32522,1327,4219,88,0,0,0,0,0,50293,3747,11386,NONE,63,17,138,40,86,Player_181956,JUNGLE,109482,5618,16250,7059,28,823,1,26666,544,644,0,0,4,16,0,1,8,False,258,0,150,0,0,2,0,0,10,3.0,0,0,0,0,0,0,3,11,0,0,1,4,0,0,0,0,0,0,1,0,3.0
AMERICAS,BR1,Player Not Found,Player Not Found,BR1_2726218659,1683488052446,1351,1683488052446,1683489403775,2023-05-07,CLASSIC,MATCHED_GAME,BR1,2,0,7044,10,18,Tristana,3133,14141,3133,5313,7,3,0,False,True,7477,BOTTOM,0,0,0,MIDDLE,1425,0,1,445,13476,1431,3647,0,0,0,0,0,0,48034,5712,9069,DUO,18,24,21,5,676,Player_35065,BOTTOM,67903,7404,13230,375,119,23,1,6392,261,513,0,0,4,15,3,1,10,False,68,0,150,0,3,7,0,0,4,0.0,0,1,0,0,0,0,4,40,0,0,1,6,0,0,0,0,0,0,1,0,4.0
AMERICAS,BR1,XqExBkJonWeL48zj1zmrylRvIlvNv7IP4naDTxOoozR7tGJJNwvL6qu6MNxJ05cvqnjkohTaO63IYQ,PtX0cZCyMt6H-Yp130_wYMQqmgkiY7DdQQ8fcnRY34ULlt7kNScZJ5H5,BR1_2726218659,1683488052446,1351,1683488052446,1683489403775,2023-05-07,CLASSIC,MATCHED_GAME,BR1,1,0,7141,10,711,Vex,353,6160,353,4601,3,0,0,False,True,4924,MIDDLE,0,0,0,MIDDLE,0,0,1,697,38009,5790,3295,0,0,0,0,0,0,11551,992,6700,DUO,63,12,43,9,42,Player_181939,MIDDLE,52749,7120,10496,391,69,326,1,3187,337,501,0,0,4,10,0,1,6,False,127,0,0,0,0,3,0,0,14,0.0,0,0,0,0,0,0,1,21,25,0,1,2,0,0,0,0,1,0,1,0,1.0
AMERICAS,BR1,L21E0ItTpyfZrosQtA_UVi_wE8F1AaeMsAdZKCkIB_KPwBnl5xO4nNWzfw1Sr4c8QXHi2ZHFYQk2Ww,PoES6vGj5kFgnS8NcpEte9ucV90OJ8j_5MQ882smk8Ox7kyIpQtPO0Gy,BR1_2726218659,1683488052446,1351,1683488052446,1683489403775,2023-05-07,CLASSIC,MATCHED_GAME,BR1,3,0,6206,10,127,Lissandra,2457,2944,2457,4762,7,0,0,False,True,5337,UTILITY,0,0,0,BOTTOM,0,0,0,242,42629,5268,4145,0,0,0,0,0,0,4668,578,8704,SOLO,46,24,32,4,394,Player_35083,UTILITY,50169,6072,13668,708,64,136,1,2871,225,819,1,1,4,20,0,1,7,False,106,0,0,0,0,7,0,0,13,0.0,0,0,0,0,0,0,3,58,20,0,0,3,0,0,0,0,1,0,1,0,0.0
AMERICAS,BR1,7vp74VlIqDDXMtQ5kP-iajY9Q20AtNoXnjiJcx-Qoyk9TphHtSltS5f9X3GkuZ_3oInIbwsblYZwMw,TzgUNMQao0nov9oCw8Fbaq0JbByvqxahsDMwiHd-YOCeyvPWVnXATSbV,BR1_2795429363,1693346583097,1870,1693346583097,1693348453887,2023-08-29,CLASSIC,MATCHED_GAME,BR1,3,0,15846,16,24,Jax,7788,9420,7788,25916,10,6,0,False,False,14357,TOP,0,0,3,TOP,0,2,1,263,65355,8024,13239,8,0,1,0,0,0,108179,13182,19164,SOLO,62,113,98,10,33,Player_34813,TOP,173535,21206,37802,5067,224,155,1,0,0,5398,2,2,11,26,7,2,14,False,283,0,650,0,7,9,0,0,21,0.0,0,0,0,0,0,0,6,23,0,0,1,8,1,0,1,0,4,0,2,1,5.0
AMERICAS,BR1,PzvGeYikblhh9bBg4mDykF95ZIB-ZtoWe150mP9QNK8Of0jWMg7m_mgbyragMSJ0lBVsKzf69tV-pA,5INw-u7AKeG5IKpMXtlJ2UJZyXmCqT4i5_KGrvQGatdfwW0,BR1_2795429363,1693346583097,1870,1693346583097,1693348453887,2023-08-29,CLASSIC,MATCHED_GAME,BR1,9,1,15542,16,121,Khazix,143,36554,143,21263,8,4,2,False,False,13238,JUNGLE,0,0,3,JUNGLE,0,3,1,554,1108,1108,11188,143,0,1,0,0,0,165269,15591,20327,NONE,221,106,34,21,1099,Player_56257,JUNGLE,206278,18894,32403,13874,29,316,1,39900,2194,888,0,0,11,24,4,3,5,False,382,1,550,0,4,8,0,0,0,2.0,0,0,0,0,0,0,14,52,54,0,0,14,1,0,1,0,1,0,3,0,5.0
AMERICAS,BR1,3y34LnN7Or9g4BIWE2ax9vUwMsb9kafSQ2JUpTZrWV8VCluO6WM6WAzgtoJ2XBy-1NvHoLh_LboeZw,EuU8ZI8fXmJoOjh3rCfi9PqxzCfon2f5r4HOaxMCAmrwPb8,BR1_2795429363,1693346583097,1870,1693346583097,1693348453887,2023-08-29,CLASSIC,MATCHED_GAME,BR1,7,0,16073,16,136,AurelionSol,2033,7372,2033,14648,10,1,0,False,False,12433,MIDDLE,0,0,3,MIDDLE,0,0,1,533,149231,21943,13985,4,0,1,0,0,0,7992,503,13724,SOLO,97,29,50,8,347,Player_34814,MIDDLE,165695,23132,30559,2154,247,525,1,8470,684,2849,0,1,11,21,1,1,11,False,184,1,0,0,1,10,0,0,15,0.0,0,0,0,0,0,0,9,12,0,0,1,10,1,0,1,0,3,0,1,0,3.0
AMERICAS,BR1,hqZ2kRZqZL9rU3jVS6U12MwJCqPBIlDUDBCfC7p67PZ7bSLikrAtFkunTBLUHjnyS3_MZDFmEoBmQQ,u_vPnA99GEj17VVQZApzR3NsEkCcIKcmFC0dAGqZbhIpqao,BR1_2795429363,1693346583097,1870,1693346583097,1693348453887,2023-08-29,CLASSIC,MATCHED_GAME,BR1,5,0,17261,17,67,Vayne,6200,13048,6200,13403,5,2,0,False,False,17451,BOTTOM,0,0,3,BOTTOM,642,7,2,856,82142,4673,7258,16,0,1,0,0,0,133995,20755,10640,CARRY,193,0,13,12,753,Player_21798,BOTTOM,234743,31983,19190,4215,278,114,1,18605,6555,1291,3,3,11,28,2,8,11,False,218,1,600,0,2,5,0,0,16,0.0,0,0,0,0,2,1,18,91,75,0,0,18,1,0,1,0,1,0,8,1,13.0
AMERICAS,BR1,Player Not Found,Player Not Found,BR1_2795429363,1693346583097,1870,1693346583097,1693348453887,2023-08-29,CLASSIC,MATCHED_GAME,BR1,18,0,14270,15,111,Nautilus,57,1775,57,28881,6,11,0,False,False,8572,UTILITY,0,0,3,BOTTOM,0,0,1,861,17955,5720,8565,0,0,1,0,0,0,10978,2328,11461,SUPPORT,40,41,34,13,855,Player_16603,UTILITY,37282,9614,21262,1404,37,477,1,8348,1565,1236,0,1,11,72,11,4,34,False,128,1,0,0,11,6,0,0,105,0.0,0,0,0,0,0,0,19,142,20,0,0,20,1,0,1,0,0,0,4,1,2.0
AMERICAS,BR1,Player Not Found,Player Not Found,BR1_2795429363,1693346583097,1870,1693346583097,1693348453887,2023-08-29,CLASSIC,MATCHED_GAME,BR1,6,0,20272,18,114,Fiora,11993,15577,11993,54336,7,1,0,False,False,15611,TOP,2,2,0,TOP,735,6,1,692,4129,2087,16233,4,0,0,1,0,0,169716,16117,24553,SOLO,206,22,51,11,74,Player_36156,TOP,206713,28276,43473,23584,214,106,15,32867,10070,2685,5,7,6,21,1,3,10,True,290,1,150,0,1,7,0,0,4,0.0,0,0,0,0,0,0,7,6,14,0,7,17,1,0,1,0,3,0,3,0,11.0
AMERICAS,BR1,Player Not Found,Player Not Found,BR1_2795429363,1693346583097,1870,1693346583097,1693348453887,2023-08-29,CLASSIC,MATCHED_GAME,BR1,13,1,17550,17,234,Viego,2577,56586,2577,37392,3,1,3,False,False,14318,JUNGLE,0,1,0,JUNGLE,0,5,2,732,11933,1540,7399,179,0,0,1,0,0,188722,14088,20380,NONE,230,159,82,22,1210,Player_5834,JUNGLE,248734,16645,31055,16883,11,328,1,48078,1016,3275,2,4,6,17,6,3,3,True,493,1,450,0,1,3,0,0,23,12.0,0,0,0,0,1,0,14,10,16,0,1,21,1,0,1,0,2,0,3,1,8.0
AMERICAS,BR1,nmkCdLBlXTatwhH_3K9D6sbUhT2DCO4pUQjaSUnQ6xyngG3tr3gjAPqvWyMdz5OfxkBUdcSuba5lxA,HmF8iDOIupAAx3ktrZMmG26XTEiCO0NDvfu6nhCtmr9gnY5ih0H9QN6t,BR1_2795429363,1693346583097,1870,1693346583097,1693348453887,2023-08-29,CLASSIC,MATCHED_GAME,BR1,5,0,18387,18,38,Kassadin,4201,4201,4201,25824,6,0,0,False,False,15524,MIDDLE,0,1,0,MIDDLE,0,7,3,582,159724,29368,9012,8,0,0,1,0,0,24568,1958,20651,SOLO,63,105,70,138,570,Player_4134,MIDDLE,184864,31521,32509,5089,258,221,1,571,194,2846,1,2,6,26,0,3,9,True,376,0,300,0,0,6,0,0,0,0.0,0,0,0,0,3,1,11,10,0,0,2,17,1,0,1,0,1,0,3,0,12.0
AMERICAS,BR1,Pm1LUa_0xDM_9JWdUKZdUaQx-oiKKWutX19o4U7Emqn7bUAXKEavNcl0aeJ1ThGssCg9KlJhaj2oPA,WQrKPmvN5ym7SGv7YVlvcwFBRYD_l-zlI4mUt76z67mtBrM,BR1_2795429363,1693346583097,1870,1693346583097,1693348453887,2023-08-29,CLASSIC,MATCHED_GAME,BR1,12,0,17582,17,221,Zeri,6357,25629,6357,13348,6,4,0,False,False,16061,BOTTOM,1,1,0,BOTTOM,1011,3,2,535,90993,12803,5365,28,1,0,1,0,0,148551,15802,12852,CARRY,694,70,54,9,337,Player_112980,BOTTOM,276278,28944,20008,3613,267,171,1,36732,338,1789,2,5,6,42,5,10,16,True,827,0,550,0,4,6,0,0,0,9.0,0,0,0,0,2,1,13,15,480,0,0,19,1,0,1,0,0,0,10,0,7.0
AMERICAS,BR1,MnBqBL4J1CKCX1hBIX8WrhHXTJAJnuP6Ea7x9knQGBxacWaXM7KThOX60PX6KEy6cKRo8hbxGGGy2g,Gud4_pbllZhgwBRa6Wa7zeaurrnLLo72faC28W1PYSZBd4I,BR1_2795429363,1693346583097,1870,1693346583097,1693348453887,2023-08-29,CLASSIC,MATCHED_GAME,BR1,21,0,11768,14,37,Sona,2033,4942,2033,12922,6,7,0,False,False,8481,UTILITY,0,0,0,BOTTOM,0,0,0,770,13548,6016,8057,0,0,0,0,0,0,4815,1411,7860,SUPPORT,55,45,100,8,817,Player_25617,UTILITY,18363,7427,16714,9196,24,26,5,0,0,796,1,3,6,76,8,7,35,True,208,1,0,0,7,6,0,0,8,0.0,0,0,0,0,0,0,15,12,7,0,0,21,1,0,1,0,0,0,7,0,0.0
AMERICAS,BR1,h_dfvysEW9fkXkwHBBTqxKgIFLuP1OrA9OlV4zlteuDBIx_tsOClg4_ZpKpnx5_HDcO74pqfyipKag,Jn0ar4IX6jn5ufynZAY30-F5KDsHbDVjKJLklSqj5gdUQ2A,BR1_2804512609,1694880048569,2075,1694880048569,1694882124215,2023-09-16,CLASSIC,MATCHED_GAME,BR1,6,0,18977,18,86,Garen,266,2141,266,53904,5,2,0,False,False,13943,TOP,0,0,3,JUNGLE,0,3,1,781,2170,332,8884,4,0,1,0,0,0,166991,15118,30367,NONE,96,18,76,8,865,Player_75086,TOP,210344,24161,40204,7528,256,289,1,41182,8710,952,0,0,9,18,2,1,11,False,198,0,150,0,2,5,0,0,1,0.0,0,0,0,0,0,0,8,33,0,0,1,12,0,0,0,0,0,0,24,0,6.0
AMERICAS,BR1,yrnQCgRoSWjkbTmyvblZPeYB0Q_3mbM6vKvryidosFWC1KKEeEUR955E_4pDYT-cpXC1z2fNCIsJTg,JZt6CwsBdnhEMXXGfWUlHhNGZYUnv0JnRO8fHVBG-_Y,BR1_2804512609,1694880048569,2075,1694880048569,1694882124215,2023-09-16,CLASSIC,MATCHED_GAME,BR1,14,0,14581,15,48,Trundle,0,18238,0,56211,5,0,3,False,False,12313,JUNGLE,0,0,3,JUNGLE,0,3,1,812,2665,2665,16421,141,0,1,0,0,0,175037,12144,36301,NONE,196,91,34,10,495,Player_185482,JUNGLE,221806,15686,56009,28719,43,439,1,44102,875,3286,0,0,9,19,0,2,8,False,331,0,450,0,0,5,0,0,30,0.0,0,0,0,0,0,0,14,34,0,0,1,19,0,0,0,0,1,0,6,0,5.0
AMERICAS,BR1,EQzt4ka7ENBaw2St7Lfh0Y_M5Jmf4vgOY9F2jhiy7RDONCqB-FIB3aKUZJC9swrVJl6E1dcbYyxi9g,nDRIxAeXLZu6XbK-6scZPsnc3Pc4paQdjR6UoERL0gDcR0I,BR1_2804512609,1694880048569,2075,1694880048569,1694882124215,2023-09-16,CLASSIC,MATCHED_GAME,BR1,6,0,14662,15,777,Yone,3518,8193,3518,39577,13,4,0,False,False,16228,MIDDLE,0,0,3,MIDDLE,277,4,3,231,36591,10525,16056,8,0,1,0,0,0,118388,20499,16482,SOLO,248,100,47,16,90,Player_185483,MIDDLE,159898,35942,38629,7751,184,133,1,4918,4918,6091,1,1,9,38,4,1,16,False,411,0,825,0,4,13,0,0,49,0.0,0,0,0,1,3,0,15,43,14,0,4,22,0,0,0,0,2,0,3,1,16.0
AMERICAS,BR1,OHl9iWP4s8W9vlIMnQ5RWTDiz4q3zetbAIqYGIeQOvQltqw5YM05rf0JFyKwI-alEUl9v-rDmUyiMw,JCr3Ed77nG545oZJIoGAb192VxxmxuBpBJ-KaBaQVMgCTjs,BR1_2804512609,1694880048569,2075,1694880048569,1694882124215,2023-09-16,CLASSIC,MATCHED_GAME,BR1,11,0,12961,14,81,Ezreal,0,0,0,9706,12,1,0,False,False,10376,BOTTOM,0,0,3,BOTTOM,0,0,1,284,20469,5704,13973,6,0,1,0,0,0,79023,13098,10889,CARRY,208,38,30,14,470,Player_185484,BOTTOM,100058,19054,26105,2509,140,31,1,565,251,1242,0,0,9,20,1,1,9,False,290,0,300,0,1,12,0,0,0,0.0,0,0,0,0,0,0,12,30,80,0,2,16,0,0,0,0,0,0,4,0,5.0
AMERICAS,BR1,K-gl8bWM02UbwbAuiMxAUlTrbfSy9kt1Ra8sN6oBc2f7-fJ5HJut2O428-ljE3-8AsZv-QYMOa25Lg,G3XdF1AYokC38plhiTNMuJFp_lttuDJz01NV3xd6wepvB-0,BR1_2804512609,1694880048569,2075,1694880048569,1694882124215,2023-09-16,CLASSIC,MATCHED_GAME,BR1,19,0,11847,14,43,Karma,238,1375,238,16625,8,3,0,False,False,9893,UTILITY,0,0,3,BOTTOM,0,2,1,848,54877,25329,9160,0,0,1,0,0,0,4929,972,13845,SUPPORT,133,25,133,50,448,Player_47462,UTILITY,61614,27979,24354,2299,33,303,1,1807,1677,1349,0,0,9,55,3,6,19,False,341,0,150,1,3,8,0,0,12,0.0,0,0,0,0,0,0,20,22,46,0,1,23,0,0,0,0,1,0,18,0,4.0
AMERICAS,BR1,3ThZ0wpzdzHAeUcHwbQMqYjo6ngj3cnF8JxB8_2eVHJMdwUo84gdKl8GVa-VoVPH-QnIz-_kLjl3pg,1IB7GcSmlfu2hSw5Js3Oe_q6cLydAGhZz4TJGz2_CT5QtuY,BR1_2804512609,1694880048569,2075,1694880048569,1694882124215,2023-09-16,CLASSIC,MATCHED_GAME,BR1,9,0,18012,17,420,Illaoi,5976,15237,5976,41641,6,2,0,False,False,14465,TOP,0,3,0,TOP,0,2,2,706,517,376,7906,4,0,0,1,0,0,250175,44733,25450,SOLO,111,165,42,12,333,Player_185485,TOP,265462,45110,39700,7455,249,1504,1,14770,0,6344,2,4,1,29,2,1,14,True,330,0,450,0,2,6,0,0,0,2.0,0,1,0,0,1,0,11,8,22,0,3,16,0,0,1,1,1,5,1,0,7.0
AMERICAS,BR1,QOEqGzgjJUexx5uqkZMI0W0zMSi0PDWrKYk4WJW5KCT4jiovuxXTFLC0tEo-X5Sekv1VryR78On8gw,ok_J9yLaIQz3DDVuGjDHnRL3f4CKOkFNhgWqpdcWxMFqE80,BR1_2804512609,1694880048569,2075,1694880048569,1694882124215,2023-09-16,CLASSIC,MATCHED_GAME,BR1,13,0,14497,15,33,Rammus,1075,37694,1075,83238,6,2,2,False,False,12732,JUNGLE,0,1,0,JUNGLE,0,3,1,671,106083,12874,14208,139,0,0,1,0,0,33738,1814,27723,NONE,95,118,36,11,370,Player_185486,JUNGLE,197698,15895,45173,19656,22,761,5,57875,1206,3241,1,3,1,40,2,2,3,True,260,0,150,0,2,6,0,0,77,7.0,0,0,0,0,0,0,17,14,0,0,0,20,0,0,1,0,3,5,2,2,7.0
